priority_tier,priority_score,subsystem,source_file,interface_name,interface_iid,interface_version,inherited_interface,vtable_slot,method_name,complete_signature,return_type,parameters,idl_attributes,current_xodus_implementation_state,implementation_markers,queryinterface_e_no_interface,public_microsoft_documentation_url,observed_on_windows,games_seen_in,issue_references,kind
0,1000,runtime,xgameruntime.spec,,,,,,DllCanUnloadNow,export DllCanUnloadNow(),unknown_from_spec,[],[],not_found_in_current_source,[],False,,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}]",runtime_export
0,1000,runtime,main.c,,,,,,InitializeApiImpl,export InitializeApiImpl(long long),unknown_from_spec,[],[],implemented,[],False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/initializeapiimpl,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}]",runtime_export
0,1000,runtime,main.c,,,,,,InitializeApiImplEx,export InitializeApiImplEx(long long long),unknown_from_spec,[],[],implemented,[],False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/initializeapiimpl,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}]",runtime_export
0,1000,runtime,main.c,,,,,,InitializeApiImplEx2,export InitializeApiImplEx2(long long long ptr),unknown_from_spec,[],[],implemented,[],False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/initializeapiimpl,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}]",runtime_export
0,1000,runtime,main.c,,,,,,QueryApiImpl,export QueryApiImpl(ptr ptr ptr),unknown_from_spec,[],[],implemented,[],False,,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}]",runtime_export
0,1000,runtime,xgameruntime.spec,,,,,,UninitializeApiImpl,export UninitializeApiImpl(),unknown_from_spec,[],[],not_found_in_current_source,[],False,,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}]",runtime_export
0,1000,runtime,xgameruntime.spec,,,,,,XErrorReport,export XErrorReport(long str),unknown_from_spec,[],[],not_found_in_current_source,[],False,,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}]",runtime_export
1,920,XPersistentLocalStorage,xpersistentlocalstorage.idl,IXPersistentLocalStorageImpl,f4faf4d4-2d04-4fce-b3e0-474a713a3e84,1,IUnknown,3,XPersistentLocalStorageGetPathSize,HRESULT XPersistentLocalStorageGetPathSize([out] SIZE_T * pathSize),HRESULT,"[{""name"": ""pathSize"", ""type"": ""SIZE_T *"", ""ctype"": ""SIZE_T *"", ""attributes"": [""out""], ""in_param"": false, ""out_param"": true, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}]",[],stubbed_or_incomplete,"[{""kind"": ""FIXME"", ""file"": ""xpersistentlocalstorage.c"", ""line"": 81, ""text"": ""FIXME( \""iface %p, pathSize %p stub!\\n\"", iface, pathSize );""}, {""kind"": ""stub"", ""file"": ""xpersistentlocalstorage.c"", ""line"": 81, ""text"": ""FIXME( \""iface %p, pathSize %p stub!\\n\"", iface, pathSize );""}, {""kind"": ""E_NOTIMPL"", ""file"": ""xpersistentlocalstorage.c"", ""line"": 82, ""text"": ""return E_NOTIMPL;""}]",False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/xpersistentlocalstorage/functions/xpersistentlocalstoragegetpathsize,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}]",interface_method
1,920,XPersistentLocalStorage,xpersistentlocalstorage.idl,IXPersistentLocalStorageImpl,f4faf4d4-2d04-4fce-b3e0-474a713a3e84,1,IUnknown,4,XPersistentLocalStorageGetPath,"HRESULT XPersistentLocalStorageGetPath([in] SIZE_T pathSize, [out, string, size_is(pathSize)] char * path, [out, optional] SIZE_T * pathUsed)",HRESULT,"[{""name"": ""pathSize"", ""type"": ""SIZE_T"", ""ctype"": ""SIZE_T"", ""attributes"": [""in""], ""in_param"": true, ""out_param"": false, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}, {""name"": ""path"", ""type"": ""char *"", ""ctype"": ""char *"", ""attributes"": [""out"", ""string"", ""size_is(pathSize)""], ""in_param"": false, ""out_param"": true, ""optional"": false, ""string"": true, ""size_is"": ""pathSize"", ""length_is"": null, ""array"": null, ""sensitive"": false}, {""name"": ""pathUsed"", ""type"": ""SIZE_T *"", ""ctype"": ""SIZE_T *"", ""attributes"": [""out"", ""optional""], ""in_param"": false, ""out_param"": true, ""optional"": true, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}]",[],stubbed_or_incomplete,"[{""kind"": ""FIXME"", ""file"": ""xpersistentlocalstorage.c"", ""line"": 75, ""text"": ""FIXME( \""iface %p, pathSize %Iu, path %p, pathUsed %p stub!\\n\"", iface, pathSize, path, pathUsed );""}, {""kind"": ""stub"", ""file"": ""xpersistentlocalstorage.c"", ""line"": 75, ""text"": ""FIXME( \""iface %p, pathSize %Iu, path %p, pathUsed %p stub!\\n\"", iface, pathSize, path, pathUsed );""}, {""kind"": ""E_NOTIMPL"", ""file"": ""xpersistentlocalstorage.c"", ""line"": 76, ""text"": ""return E_NOTIMPL;""}]",False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/xpersistentlocalstorage/functions/xpersistentlocalstoragegetpath,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}]",interface_method
1,920,XPersistentLocalStorage,xpersistentlocalstorage.idl,IXPersistentLocalStorageImpl,f4faf4d4-2d04-4fce-b3e0-474a713a3e84,1,IUnknown,5,XPersistentLocalStorageGetSpaceInfo,HRESULT XPersistentLocalStorageGetSpaceInfo([out] XPersistentLocalStorageSpaceInfo * info),HRESULT,"[{""name"": ""info"", ""type"": ""XPersistentLocalStorageSpaceInfo *"", ""ctype"": ""XPersistentLocalStorageSpaceInfo *"", ""attributes"": [""out""], ""in_param"": false, ""out_param"": true, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}]",[],stubbed_or_incomplete,"[{""kind"": ""FIXME"", ""file"": ""xpersistentlocalstorage.c"", ""line"": 87, ""text"": ""FIXME( \""iface %p, info %p stub!\\n\"", iface, info );""}, {""kind"": ""stub"", ""file"": ""xpersistentlocalstorage.c"", ""line"": 87, ""text"": ""FIXME( \""iface %p, info %p stub!\\n\"", iface, info );""}, {""kind"": ""E_NOTIMPL"", ""file"": ""xpersistentlocalstorage.c"", ""line"": 88, ""text"": ""return E_NOTIMPL;""}]",False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/xpersistentlocalstorage/functions/xpersistentlocalstoragegetspaceinfo,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}]",interface_method
1,920,XPersistentLocalStorage,xpersistentlocalstorage.idl,IXPersistentLocalStorageImpl,f4faf4d4-2d04-4fce-b3e0-474a713a3e84,1,IUnknown,6,XPersistentLocalStoragePromptUserForSpaceAsync,"HRESULT XPersistentLocalStoragePromptUserForSpaceAsync([in] UINT64 requestedBytes, [in, out] XAsyncBlock * asyncBlock)",HRESULT,"[{""name"": ""requestedBytes"", ""type"": ""UINT64"", ""ctype"": ""UINT64"", ""attributes"": [""in""], ""in_param"": true, ""out_param"": false, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}, {""name"": ""asyncBlock"", ""type"": ""XAsyncBlock *"", ""ctype"": ""XAsyncBlock *"", ""attributes"": [""in"", ""out""], ""in_param"": true, ""out_param"": true, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}]",[],stubbed_or_incomplete,"[{""kind"": ""FIXME"", ""file"": ""xpersistentlocalstorage.c"", ""line"": 99, ""text"": ""FIXME( \""iface %p, requestedBytes %llu, asyncBlock %p stub!\\n\"", iface, requestedBytes, asyncBlock );""}, {""kind"": ""stub"", ""file"": ""xpersistentlocalstorage.c"", ""line"": 99, ""text"": ""FIXME( \""iface %p, requestedBytes %llu, asyncBlock %p stub!\\n\"", iface, requestedBytes, asyncBlock );""}, {""kind"": ""E_NOTIMPL"", ""file"": ""xpersistentlocalstorage.c"", ""line"": 100, ""text"": ""return E_NOTIMPL;""}]",False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/xpersistentlocalstorage/functions/xpersistentlocalstoragepromptuserforspaceasync,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}]",interface_method
1,920,XPersistentLocalStorage,xpersistentlocalstorage.idl,IXPersistentLocalStorageImpl,f4faf4d4-2d04-4fce-b3e0-474a713a3e84,1,IUnknown,7,XPersistentLocalStoragePromptUserForSpaceResult,"HRESULT XPersistentLocalStoragePromptUserForSpaceResult([in, out] XAsyncBlock * asyncBlock)",HRESULT,"[{""name"": ""asyncBlock"", ""type"": ""XAsyncBlock *"", ""ctype"": ""XAsyncBlock *"", ""attributes"": [""in"", ""out""], ""in_param"": true, ""out_param"": true, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}]",[],stubbed_or_incomplete,"[{""kind"": ""FIXME"", ""file"": ""xpersistentlocalstorage.c"", ""line"": 105, ""text"": ""FIXME( \""iface %p, asyncBlock %p stub!\\n\"", iface, asyncBlock );""}, {""kind"": ""stub"", ""file"": ""xpersistentlocalstorage.c"", ""line"": 105, ""text"": ""FIXME( \""iface %p, asyncBlock %p stub!\\n\"", iface, asyncBlock );""}, {""kind"": ""E_NOTIMPL"", ""file"": ""xpersistentlocalstorage.c"", ""line"": 106, ""text"": ""return E_NOTIMPL;""}]",False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/xpersistentlocalstorage/functions/xpersistentlocalstoragepromptuserforspaceresult,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}]",interface_method
1,920,XPersistentLocalStorage,xpersistentlocalstorage.idl,IXPersistentLocalStorageImpl3,41a4e10c-5a7e-41d9-8c37-37bde62a07d6,3,IXPersistentLocalStorageImpl2,8,XPersistentLocalStorageMountForPackage,"HRESULT XPersistentLocalStorageMountForPackage([in, string] const char * packageIdentifier, [out] XPackageMountHandle * mountHandle)",HRESULT,"[{""name"": ""packageIdentifier"", ""type"": ""const char *"", ""ctype"": ""const char *"", ""attributes"": [""in"", ""string""], ""in_param"": true, ""out_param"": false, ""optional"": false, ""string"": true, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}, {""name"": ""mountHandle"", ""type"": ""XPackageMountHandle *"", ""ctype"": ""XPackageMountHandle *"", ""attributes"": [""out""], ""in_param"": false, ""out_param"": true, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}]",[],stubbed_or_incomplete,"[{""kind"": ""FIXME"", ""file"": ""xpersistentlocalstorage.c"", ""line"": 93, ""text"": ""FIXME( \""iface %p, packageIdentifier %s, mountHandle %p stub!\\n\"", iface, debugstr_a( packageIdentifier ), mountHandle );""}, {""kind"": ""stub"", ""file"": ""xpersistentlocalstorage.c"", ""line"": 93, ""text"": ""FIXME( \""iface %p, packageIdentifier %s, mountHandle %p stub!\\n\"", iface, debugstr_a( packageIdentifier ), mountHandle );""}, {""kind"": ""E_NOTIMPL"", ""file"": ""xpersistentlocalstorage.c"", ""line"": 94, ""text"": ""return E_NOTIMPL;""}]",False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/xpersistentlocalstorage/functions/xpersistentlocalstoragemountforpackage,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}]",interface_method
1,920,XSystem,xsystem.idl,IXSystemImpl,e349bd1a-fc20-4e40-b99c-4178cc6b409f,1,IUnknown,5,XSystemGetAppSpecificDeviceId,"HRESULT XSystemGetAppSpecificDeviceId([in] INT32 appSpecificDeviceIdSize, [out, size_is(appSpecificDeviceIdSize)] char * appSpecificDeviceId, [out, optional] SIZE_T * appSpecificDeviceIdUsed)",HRESULT,"[{""name"": ""appSpecificDeviceIdSize"", ""type"": ""INT32"", ""ctype"": ""INT32"", ""attributes"": [""in""], ""in_param"": true, ""out_param"": false, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}, {""name"": ""appSpecificDeviceId"", ""type"": ""char *"", ""ctype"": ""char *"", ""attributes"": [""out"", ""size_is(appSpecificDeviceIdSize)""], ""in_param"": false, ""out_param"": true, ""optional"": false, ""string"": false, ""size_is"": ""appSpecificDeviceIdSize"", ""length_is"": null, ""array"": null, ""sensitive"": false}, {""name"": ""appSpecificDeviceIdUsed"", ""type"": ""SIZE_T *"", ""ctype"": ""SIZE_T *"", ""attributes"": [""out"", ""optional""], ""in_param"": false, ""out_param"": true, ""optional"": true, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}]",[],stubbed_or_incomplete,"[{""kind"": ""FIXME"", ""file"": ""xsystem.c"", ""line"": 117, ""text"": ""FIXME( \""iface %p, appSpecificDeviceIdSize %d, appSpecificDeviceId %p, appSpecificDeviceIdUsed %p stub!\\n\"", iface, appSpecificDeviceIdSize, appSpecificDeviceId, appSpecificDeviceIdUsed );""}, {""kind"": ""stub"", ""file"": ""xsystem.c"", ""line"": 117, ""text"": ""FIXME( \""iface %p, appSpecificDeviceIdSize %d, appSpecificDeviceId %p, appSpecificDeviceIdUsed %p stub!\\n\"", iface, appSpecificDeviceIdSize, appSpecificDeviceId, appSpecificDeviceIdUsed );""}, {""kind"": ""E_NOTIMPL"", ""file"": ""xsystem.c"", ""line"": 118, ""text"": ""return E_NOTIMPL;""}]",False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/xsystem/functions/xsystemgetappspecificdeviceid,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}]",interface_method
1,920,XSystem,xsystem.idl,IXSystemImpl3,67ce4bfc-b1d1-4ac7-bc3a-cb9219a97a85,3,IXSystemImpl2,6,XSystemHandleTrack,"HRESULT XSystemHandleTrack([in] XSystemHandleCallback callback, [in, optional] void * context)",HRESULT,"[{""name"": ""callback"", ""type"": ""XSystemHandleCallback"", ""ctype"": ""XSystemHandleCallback"", ""attributes"": [""in""], ""in_param"": true, ""out_param"": false, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}, {""name"": ""context"", ""type"": ""void *"", ""ctype"": ""void *"", ""attributes"": [""in"", ""optional""], ""in_param"": true, ""out_param"": false, ""optional"": true, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}]",[],stubbed_or_incomplete,"[{""kind"": ""FIXME"", ""file"": ""xsystem.c"", ""line"": 123, ""text"": ""FIXME( \""iface %p, callback %p, context %p stub!\\n\"", iface, callback, context );""}, {""kind"": ""stub"", ""file"": ""xsystem.c"", ""line"": 123, ""text"": ""FIXME( \""iface %p, callback %p, context %p stub!\\n\"", iface, callback, context );""}, {""kind"": ""E_NOTIMPL"", ""file"": ""xsystem.c"", ""line"": 124, ""text"": ""return E_NOTIMPL;""}]",False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/xsystem/functions/xsystemhandletrack,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}]",interface_method
1,920,XSystem,xsystem.idl,IXSystemImpl3,67ce4bfc-b1d1-4ac7-bc3a-cb9219a97a85,3,IXSystemImpl2,7,XSystemIsHandleValid,BOOLEAN XSystemIsHandleValid([in] XSystemHandle handle),BOOLEAN,"[{""name"": ""handle"", ""type"": ""XSystemHandle"", ""ctype"": ""XSystemHandle"", ""attributes"": [""in""], ""in_param"": true, ""out_param"": false, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}]",[],stubbed_or_incomplete,"[{""kind"": ""FIXME"", ""file"": ""xsystem.c"", ""line"": 130, ""text"": ""FIXME( \""iface %p, handle %p stub!\\n\"", iface, handle );""}, {""kind"": ""stub"", ""file"": ""xsystem.c"", ""line"": 130, ""text"": ""FIXME( \""iface %p, handle %p stub!\\n\"", iface, handle );""}]",False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/xsystem/functions/xsystemishandlevalid,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}]",interface_method
1,920,XSystem,xsystem.idl,IXSystemImpl4,dadc2895-34b0-4ef5-a83e-45114d629b80,4,IXSystemImpl3,8,XSystemAllowFullDownloadBandwidth,void XSystemAllowFullDownloadBandwidth([in] BOOLEAN enable),void,"[{""name"": ""enable"", ""type"": ""BOOLEAN"", ""ctype"": ""BOOLEAN"", ""attributes"": [""in""], ""in_param"": true, ""out_param"": false, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}]",[],stubbed_or_incomplete,"[{""kind"": ""FIXME"", ""file"": ""xsystem.c"", ""line"": 136, ""text"": ""FIXME( \""iface %p, enable %d stub!\\n\"", iface, enable );""}, {""kind"": ""stub"", ""file"": ""xsystem.c"", ""line"": 136, ""text"": ""FIXME( \""iface %p, enable %d stub!\\n\"", iface, enable );""}]",False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/xsystem/functions/xsystemallowfulldownloadbandwidth,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}]",interface_method
1,920,XThreading,xasyncprovider.idl,IXThreadingImpl,073b7dcb-1fcf-4030-94be-e3c9eb623428,1,IUnknown,3,XAsyncGetStatus,"HRESULT XAsyncGetStatus([in, out] XAsyncBlock * asyncBlock, [in] BOOLEAN wait)",HRESULT,"[{""name"": ""asyncBlock"", ""type"": ""XAsyncBlock *"", ""ctype"": ""XAsyncBlock *"", ""attributes"": [""in"", ""out""], ""in_param"": true, ""out_param"": true, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}, {""name"": ""wait"", ""type"": ""BOOLEAN"", ""ctype"": ""BOOLEAN"", ""attributes"": [""in""], ""in_param"": true, ""out_param"": false, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}]",[],stubbed_or_incomplete,"[{""kind"": ""FIXME"", ""file"": ""xthreading.c"", ""line"": 73, ""text"": ""FIXME( \""iface %p, asyncBlock %p, wait %d stub!\\n\"", iface, asyncBlock, wait );""}, {""kind"": ""stub"", ""file"": ""xthreading.c"", ""line"": 73, ""text"": ""FIXME( \""iface %p, asyncBlock %p, wait %d stub!\\n\"", iface, asyncBlock, wait );""}, {""kind"": ""E_NOTIMPL"", ""file"": ""xthreading.c"", ""line"": 74, ""text"": ""return E_NOTIMPL;""}]",False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/xasync/functions/xasyncgetstatus,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}, {""number"": 12, ""title"": ""XAsync/XAsyncProvider/XTaskQueue Implementation"", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/12""}]",interface_method
1,920,XThreading,xasyncprovider.idl,IXThreadingImpl,073b7dcb-1fcf-4030-94be-e3c9eb623428,1,IUnknown,4,XAsyncGetResultSize,"HRESULT XAsyncGetResultSize([in, out] XAsyncBlock * asyncBlock, [out] SIZE_T * bufferSize)",HRESULT,"[{""name"": ""asyncBlock"", ""type"": ""XAsyncBlock *"", ""ctype"": ""XAsyncBlock *"", ""attributes"": [""in"", ""out""], ""in_param"": true, ""out_param"": true, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}, {""name"": ""bufferSize"", ""type"": ""SIZE_T *"", ""ctype"": ""SIZE_T *"", ""attributes"": [""out""], ""in_param"": false, ""out_param"": true, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}]",[],stubbed_or_incomplete,"[{""kind"": ""FIXME"", ""file"": ""xthreading.c"", ""line"": 79, ""text"": ""FIXME( \""iface %p, asyncBlock %p, bufferSize %p stub!\\n\"", iface, asyncBlock, bufferSize );""}, {""kind"": ""stub"", ""file"": ""xthreading.c"", ""line"": 79, ""text"": ""FIXME( \""iface %p, asyncBlock %p, bufferSize %p stub!\\n\"", iface, asyncBlock, bufferSize );""}, {""kind"": ""E_NOTIMPL"", ""file"": ""xthreading.c"", ""line"": 80, ""text"": ""return E_NOTIMPL;""}]",False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/xasync/functions/xasyncgetresultsize,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}, {""number"": 12, ""title"": ""XAsync/XAsyncProvider/XTaskQueue Implementation"", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/12""}]",interface_method
1,920,XThreading,xasyncprovider.idl,IXThreadingImpl,073b7dcb-1fcf-4030-94be-e3c9eb623428,1,IUnknown,5,XAsyncCancel,"void XAsyncCancel([in, out] XAsyncBlock * asyncBlock)",void,"[{""name"": ""asyncBlock"", ""type"": ""XAsyncBlock *"", ""ctype"": ""XAsyncBlock *"", ""attributes"": [""in"", ""out""], ""in_param"": true, ""out_param"": true, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}]",[],stubbed_or_incomplete,"[{""kind"": ""FIXME"", ""file"": ""xthreading.c"", ""line"": 85, ""text"": ""FIXME( \""iface %p, asyncBlock %p stub!\\n\"", iface, asyncBlock );""}, {""kind"": ""stub"", ""file"": ""xthreading.c"", ""line"": 85, ""text"": ""FIXME( \""iface %p, asyncBlock %p stub!\\n\"", iface, asyncBlock );""}]",False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/xasync/functions/xasynccancel,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}, {""number"": 12, ""title"": ""XAsync/XAsyncProvider/XTaskQueue Implementation"", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/12""}]",interface_method
1,920,XThreading,xasyncprovider.idl,IXThreadingImpl,073b7dcb-1fcf-4030-94be-e3c9eb623428,1,IUnknown,6,XAsyncRun,"HRESULT XAsyncRun([in, out] XAsyncBlock * asyncBlock, [in] XAsyncWork * work)",HRESULT,"[{""name"": ""asyncBlock"", ""type"": ""XAsyncBlock *"", ""ctype"": ""XAsyncBlock *"", ""attributes"": [""in"", ""out""], ""in_param"": true, ""out_param"": true, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}, {""name"": ""work"", ""type"": ""XAsyncWork *"", ""ctype"": ""XAsyncWork *"", ""attributes"": [""in""], ""in_param"": true, ""out_param"": false, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}]",[],stubbed_or_incomplete,"[{""kind"": ""FIXME"", ""file"": ""xthreading.c"", ""line"": 90, ""text"": ""FIXME( \""iface %p, asyncBlock %p, work %p stub!\\n\"", iface, asyncBlock, work );""}, {""kind"": ""stub"", ""file"": ""xthreading.c"", ""line"": 90, ""text"": ""FIXME( \""iface %p, asyncBlock %p, work %p stub!\\n\"", iface, asyncBlock, work );""}, {""kind"": ""E_NOTIMPL"", ""file"": ""xthreading.c"", ""line"": 91, ""text"": ""return E_NOTIMPL;""}]",False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/xasync/functions/xasyncrun,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}, {""number"": 12, ""title"": ""XAsync/XAsyncProvider/XTaskQueue Implementation"", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/12""}]",interface_method
1,920,XThreading,xasyncprovider.idl,IXThreadingImpl,073b7dcb-1fcf-4030-94be-e3c9eb623428,1,IUnknown,7,XAsyncBegin,"HRESULT XAsyncBegin([in, out] XAsyncBlock * asyncBlock, [in, optional] void * context, [in, optional] const void * identity, [in, optional] const char * identityName, [in] XAsyncProvider * provider)",HRESULT,"[{""name"": ""asyncBlock"", ""type"": ""XAsyncBlock *"", ""ctype"": ""XAsyncBlock *"", ""attributes"": [""in"", ""out""], ""in_param"": true, ""out_param"": true, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}, {""name"": ""context"", ""type"": ""void *"", ""ctype"": ""void *"", ""attributes"": [""in"", ""optional""], ""in_param"": true, ""out_param"": false, ""optional"": true, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}, {""name"": ""identity"", ""type"": ""const void *"", ""ctype"": ""const void *"", ""attributes"": [""in"", ""optional""], ""in_param"": true, ""out_param"": false, ""optional"": true, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": true}, {""name"": ""identityName"", ""type"": ""const char *"", ""ctype"": ""const char *"", ""attributes"": [""in"", ""optional""], ""in_param"": true, ""out_param"": false, ""optional"": true, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": true}, {""name"": ""provider"", ""type"": ""XAsyncProvider *"", ""ctype"": ""XAsyncProvider *"", ""attributes"": [""in""], ""in_param"": true, ""out_param"": false, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}]",[],stubbed_or_incomplete,"[{""kind"": ""FIXME"", ""file"": ""xthreading.c"", ""line"": 96, ""text"": ""FIXME( \""iface %p, asyncBlock %p, context %p, identity %p, identityName %s, provider %p stub!\\n\"", iface, asyncBlock, context, identity, identityName, provider );""}, {""kind"": ""stub"", ""file"": ""xthreading.c"", ""line"": 96, ""text"": ""FIXME( \""iface %p, asyncBlock %p, context %p, identity %p, identityName %s, provider %p stub!\\n\"", iface, asyncBlock, context, identity, identityName, provider );""}, {""kind"": ""E_NOTIMPL"", ""file"": ""xthreading.c"", ""line"": 97, ""text"": ""return E_NOTIMPL;""}]",False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/xasyncprovider/functions/xasyncbegin,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}, {""number"": 12, ""title"": ""XAsync/XAsyncProvider/XTaskQueue Implementation"", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/12""}]",interface_method
