priority_tier,priority_score,subsystem,source_file,interface_name,interface_iid,interface_version,inherited_interface,vtable_slot,method_name,complete_signature,return_type,parameters,idl_attributes,current_xodus_implementation_state,implementation_markers,queryinterface_e_no_interface,public_microsoft_documentation_url,observed_on_windows,games_seen_in,issue_references,kind
2,820,XStore,xstore.idl,IXStoreImpl,0dd112ac-7c24-448c-b92b-3960fb5bd30c,1,IUnknown,11,XStoreQueryProductForCurrentGameAsync,"HRESULT XStoreQueryProductForCurrentGameAsync([in] const XStoreContextHandle storeContextHandle, [in, out] XAsyncBlock * async)",HRESULT,"[{""name"": ""storeContextHandle"", ""type"": ""const XStoreContextHandle"", ""ctype"": ""const XStoreContextHandle"", ""attributes"": [""in""], ""in_param"": true, ""out_param"": false, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}, {""name"": ""async"", ""type"": ""XAsyncBlock *"", ""ctype"": ""XAsyncBlock *"", ""attributes"": [""in"", ""out""], ""in_param"": true, ""out_param"": true, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}]",[],stubbed_or_incomplete,"[{""kind"": ""FIXME"", ""file"": ""xstore.c"", ""line"": 125, ""text"": ""FIXME( \""iface %p, storeContextHandle %p, async %p stub!\\n\"", iface, storeContextHandle, async );""}, {""kind"": ""stub"", ""file"": ""xstore.c"", ""line"": 125, ""text"": ""FIXME( \""iface %p, storeContextHandle %p, async %p stub!\\n\"", iface, storeContextHandle, async );""}, {""kind"": ""E_NOTIMPL"", ""file"": ""xstore.c"", ""line"": 126, ""text"": ""return E_NOTIMPL;""}]",False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/xstore/functions/xstorequeryproductforcurrentgameasync,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}, {""number"": 14, ""title"": ""XStore Implementation"", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/14""}]",interface_method
2,820,XStore,xstore.idl,IXStoreImpl,0dd112ac-7c24-448c-b92b-3960fb5bd30c,1,IUnknown,12,XStoreQueryProductForCurrentGameResult,"HRESULT XStoreQueryProductForCurrentGameResult([in, out] XAsyncBlock * async, [out] XStoreProductQueryHandle * productQueryHandle)",HRESULT,"[{""name"": ""async"", ""type"": ""XAsyncBlock *"", ""ctype"": ""XAsyncBlock *"", ""attributes"": [""in"", ""out""], ""in_param"": true, ""out_param"": true, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}, {""name"": ""productQueryHandle"", ""type"": ""XStoreProductQueryHandle *"", ""ctype"": ""XStoreProductQueryHandle *"", ""attributes"": [""out""], ""in_param"": false, ""out_param"": true, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}]",[],stubbed_or_incomplete,"[{""kind"": ""FIXME"", ""file"": ""xstore.c"", ""line"": 131, ""text"": ""FIXME( \""iface %p, async %p, productQueryHandle %p stub!\\n\"", iface, async, productQueryHandle );""}, {""kind"": ""stub"", ""file"": ""xstore.c"", ""line"": 131, ""text"": ""FIXME( \""iface %p, async %p, productQueryHandle %p stub!\\n\"", iface, async, productQueryHandle );""}, {""kind"": ""E_NOTIMPL"", ""file"": ""xstore.c"", ""line"": 132, ""text"": ""return E_NOTIMPL;""}]",False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/xstore/functions/xstorequeryproductforcurrentgameresult,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}, {""number"": 14, ""title"": ""XStore Implementation"", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/14""}]",interface_method
2,820,XStore,xstore.idl,IXStoreImpl,0dd112ac-7c24-448c-b92b-3960fb5bd30c,1,IUnknown,13,XStoreQueryProductForPackageAsync,"HRESULT XStoreQueryProductForPackageAsync([in] const XStoreContextHandle storeContextHandle, [in] XStoreProductKind productKinds, [in, string] const char * packageIdentifier, [in, out] XAsyncBlock * async)",HRESULT,"[{""name"": ""storeContextHandle"", ""type"": ""const XStoreContextHandle"", ""ctype"": ""const XStoreContextHandle"", ""attributes"": [""in""], ""in_param"": true, ""out_param"": false, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}, {""name"": ""productKinds"", ""type"": ""XStoreProductKind"", ""ctype"": ""XStoreProductKind"", ""attributes"": [""in""], ""in_param"": true, ""out_param"": false, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}, {""name"": ""packageIdentifier"", ""type"": ""const char *"", ""ctype"": ""const char *"", ""attributes"": [""in"", ""string""], ""in_param"": true, ""out_param"": false, ""optional"": false, ""string"": true, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}, {""name"": ""async"", ""type"": ""XAsyncBlock *"", ""ctype"": ""XAsyncBlock *"", ""attributes"": [""in"", ""out""], ""in_param"": true, ""out_param"": true, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}]",[],stubbed_or_incomplete,"[{""kind"": ""FIXME"", ""file"": ""xstore.c"", ""line"": 137, ""text"": ""FIXME( \""iface %p, storeContextHandle %p, productKinds %#x, packageIdentifier %s, async %p stub!\\n\"", iface, storeContextHandle, productKinds, debugstr_a( packageIdentifier ), async );""}, {""kind"": ""stub"", ""file"": ""xstore.c"", ""line"": 137, ""text"": ""FIXME( \""iface %p, storeContextHandle %p, productKinds %#x, packageIdentifier %s, async %p stub!\\n\"", iface, storeContextHandle, productKinds, debugstr_a( packageIdentifier ), async );""}, {""kind"": ""E_NOTIMPL"", ""file"": ""xstore.c"", ""line"": 138, ""text"": ""return E_NOTIMPL;""}]",False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/xstore/functions/xstorequeryproductforpackageasync,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}, {""number"": 14, ""title"": ""XStore Implementation"", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/14""}]",interface_method
2,820,XStore,xstore.idl,IXStoreImpl,0dd112ac-7c24-448c-b92b-3960fb5bd30c,1,IUnknown,14,XStoreQueryProductForPackageResult,"HRESULT XStoreQueryProductForPackageResult([in, out] XAsyncBlock * async, [out] XStoreProductQueryHandle * productQueryHandle)",HRESULT,"[{""name"": ""async"", ""type"": ""XAsyncBlock *"", ""ctype"": ""XAsyncBlock *"", ""attributes"": [""in"", ""out""], ""in_param"": true, ""out_param"": true, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}, {""name"": ""productQueryHandle"", ""type"": ""XStoreProductQueryHandle *"", ""ctype"": ""XStoreProductQueryHandle *"", ""attributes"": [""out""], ""in_param"": false, ""out_param"": true, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}]",[],stubbed_or_incomplete,"[{""kind"": ""FIXME"", ""file"": ""xstore.c"", ""line"": 143, ""text"": ""FIXME( \""iface %p, async %p, productQueryHandle %p stub!\\n\"", iface, async, productQueryHandle );""}, {""kind"": ""stub"", ""file"": ""xstore.c"", ""line"": 143, ""text"": ""FIXME( \""iface %p, async %p, productQueryHandle %p stub!\\n\"", iface, async, productQueryHandle );""}, {""kind"": ""E_NOTIMPL"", ""file"": ""xstore.c"", ""line"": 144, ""text"": ""return E_NOTIMPL;""}]",False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/xstore/functions/xstorequeryproductforpackageresult,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}, {""number"": 14, ""title"": ""XStore Implementation"", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/14""}]",interface_method
2,820,XStore,xstore.idl,IXStoreImpl,0dd112ac-7c24-448c-b92b-3960fb5bd30c,1,IUnknown,15,XStoreEnumerateProductsQuery,"HRESULT XStoreEnumerateProductsQuery([in] const XStoreProductQueryHandle productQueryHandle, [in, optional] void * context, [in] XStoreProductQueryCallback * callback)",HRESULT,"[{""name"": ""productQueryHandle"", ""type"": ""const XStoreProductQueryHandle"", ""ctype"": ""const XStoreProductQueryHandle"", ""attributes"": [""in""], ""in_param"": true, ""out_param"": false, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}, {""name"": ""context"", ""type"": ""void *"", ""ctype"": ""void *"", ""attributes"": [""in"", ""optional""], ""in_param"": true, ""out_param"": false, ""optional"": true, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}, {""name"": ""callback"", ""type"": ""XStoreProductQueryCallback *"", ""ctype"": ""XStoreProductQueryCallback *"", ""attributes"": [""in""], ""in_param"": true, ""out_param"": false, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}]",[],stubbed_or_incomplete,"[{""kind"": ""FIXME"", ""file"": ""xstore.c"", ""line"": 149, ""text"": ""FIXME( \""iface %p, productQueryHandle %p, context %p, callback %p stub!\\n\"", iface, productQueryHandle, context, callback );""}, {""kind"": ""stub"", ""file"": ""xstore.c"", ""line"": 149, ""text"": ""FIXME( \""iface %p, productQueryHandle %p, context %p, callback %p stub!\\n\"", iface, productQueryHandle, context, callback );""}, {""kind"": ""E_NOTIMPL"", ""file"": ""xstore.c"", ""line"": 150, ""text"": ""return E_NOTIMPL;""}]",False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/xstore/functions/xstoreenumerateproductsquery,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}, {""number"": 14, ""title"": ""XStore Implementation"", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/14""}]",interface_method
2,820,XStore,xstore.idl,IXStoreImpl,0dd112ac-7c24-448c-b92b-3960fb5bd30c,1,IUnknown,16,XStoreProductsQueryHasMorePages,BOOLEAN XStoreProductsQueryHasMorePages([in] const XStoreProductQueryHandle productQueryHandle),BOOLEAN,"[{""name"": ""productQueryHandle"", ""type"": ""const XStoreProductQueryHandle"", ""ctype"": ""const XStoreProductQueryHandle"", ""attributes"": [""in""], ""in_param"": true, ""out_param"": false, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}]",[],stubbed_or_incomplete,"[{""kind"": ""FIXME"", ""file"": ""xstore.c"", ""line"": 155, ""text"": ""FIXME( \""iface %p, productQueryHandle %p stub!\\n\"", iface, productQueryHandle );""}, {""kind"": ""stub"", ""file"": ""xstore.c"", ""line"": 155, ""text"": ""FIXME( \""iface %p, productQueryHandle %p stub!\\n\"", iface, productQueryHandle );""}]",False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/xstore/functions/xstoreproductsqueryhasmorepages,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}, {""number"": 14, ""title"": ""XStore Implementation"", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/14""}]",interface_method
2,820,XStore,xstore.idl,IXStoreImpl,0dd112ac-7c24-448c-b92b-3960fb5bd30c,1,IUnknown,17,XStoreProductsQueryNextPageAsync,"HRESULT XStoreProductsQueryNextPageAsync([in] const XStoreProductQueryHandle productQueryHandle, [in, out] XAsyncBlock * async)",HRESULT,"[{""name"": ""productQueryHandle"", ""type"": ""const XStoreProductQueryHandle"", ""ctype"": ""const XStoreProductQueryHandle"", ""attributes"": [""in""], ""in_param"": true, ""out_param"": false, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}, {""name"": ""async"", ""type"": ""XAsyncBlock *"", ""ctype"": ""XAsyncBlock *"", ""attributes"": [""in"", ""out""], ""in_param"": true, ""out_param"": true, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}]",[],stubbed_or_incomplete,"[{""kind"": ""FIXME"", ""file"": ""xstore.c"", ""line"": 161, ""text"": ""FIXME( \""iface %p, productQueryHandle %p, async %p stub!\\n\"", iface, productQueryHandle, async );""}, {""kind"": ""stub"", ""file"": ""xstore.c"", ""line"": 161, ""text"": ""FIXME( \""iface %p, productQueryHandle %p, async %p stub!\\n\"", iface, productQueryHandle, async );""}, {""kind"": ""E_NOTIMPL"", ""file"": ""xstore.c"", ""line"": 162, ""text"": ""return E_NOTIMPL;""}]",False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/xstore/functions/xstoreproductsquerynextpageasync,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}, {""number"": 14, ""title"": ""XStore Implementation"", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/14""}]",interface_method
2,820,XStore,xstore.idl,IXStoreImpl,0dd112ac-7c24-448c-b92b-3960fb5bd30c,1,IUnknown,18,XStoreProductsQueryNextPageResult,"HRESULT XStoreProductsQueryNextPageResult([in, out] XAsyncBlock * async, [out] XStoreProductQueryHandle * productQueryHandle)",HRESULT,"[{""name"": ""async"", ""type"": ""XAsyncBlock *"", ""ctype"": ""XAsyncBlock *"", ""attributes"": [""in"", ""out""], ""in_param"": true, ""out_param"": true, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}, {""name"": ""productQueryHandle"", ""type"": ""XStoreProductQueryHandle *"", ""ctype"": ""XStoreProductQueryHandle *"", ""attributes"": [""out""], ""in_param"": false, ""out_param"": true, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}]",[],stubbed_or_incomplete,"[{""kind"": ""FIXME"", ""file"": ""xstore.c"", ""line"": 167, ""text"": ""FIXME( \""iface %p, async %p, productQueryHandle %p stub!\\n\"", iface, async, productQueryHandle );""}, {""kind"": ""stub"", ""file"": ""xstore.c"", ""line"": 167, ""text"": ""FIXME( \""iface %p, async %p, productQueryHandle %p stub!\\n\"", iface, async, productQueryHandle );""}, {""kind"": ""E_NOTIMPL"", ""file"": ""xstore.c"", ""line"": 168, ""text"": ""return E_NOTIMPL;""}]",False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/xstore/functions/xstoreproductsquerynextpageresult,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}, {""number"": 14, ""title"": ""XStore Implementation"", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/14""}]",interface_method
2,820,XStore,xstore.idl,IXStoreImpl,0dd112ac-7c24-448c-b92b-3960fb5bd30c,1,IUnknown,19,XStoreCloseProductsQueryHandle,void XStoreCloseProductsQueryHandle([in] XStoreProductQueryHandle productQueryHandle),void,"[{""name"": ""productQueryHandle"", ""type"": ""XStoreProductQueryHandle"", ""ctype"": ""XStoreProductQueryHandle"", ""attributes"": [""in""], ""in_param"": true, ""out_param"": false, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}]",[],stubbed_or_incomplete,"[{""kind"": ""FIXME"", ""file"": ""xstore.c"", ""line"": 173, ""text"": ""FIXME( \""iface %p, productQueryHandle %p stub!\\n\"", iface, productQueryHandle );""}, {""kind"": ""stub"", ""file"": ""xstore.c"", ""line"": 173, ""text"": ""FIXME( \""iface %p, productQueryHandle %p stub!\\n\"", iface, productQueryHandle );""}]",False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/xstore/functions/xstorecloseproductsqueryhandle,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}, {""number"": 14, ""title"": ""XStore Implementation"", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/14""}]",interface_method
2,820,XStore,xstore.idl,IXStoreImpl,0dd112ac-7c24-448c-b92b-3960fb5bd30c,1,IUnknown,20,XStoreAcquireLicenseForPackageAsync,"HRESULT XStoreAcquireLicenseForPackageAsync([in] const XStoreProductQueryHandle productQueryHandle, [in, string] const char * packageIdentifier, [in, out] XAsyncBlock * async)",HRESULT,"[{""name"": ""productQueryHandle"", ""type"": ""const XStoreProductQueryHandle"", ""ctype"": ""const XStoreProductQueryHandle"", ""attributes"": [""in""], ""in_param"": true, ""out_param"": false, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}, {""name"": ""packageIdentifier"", ""type"": ""const char *"", ""ctype"": ""const char *"", ""attributes"": [""in"", ""string""], ""in_param"": true, ""out_param"": false, ""optional"": false, ""string"": true, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}, {""name"": ""async"", ""type"": ""XAsyncBlock *"", ""ctype"": ""XAsyncBlock *"", ""attributes"": [""in"", ""out""], ""in_param"": true, ""out_param"": true, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}]",[],stubbed_or_incomplete,"[{""kind"": ""FIXME"", ""file"": ""xstore.c"", ""line"": 178, ""text"": ""FIXME( \""iface %p, productQueryHandle %p, packageIdentifier %s, async %p stub!\\n\"", iface, productQueryHandle, debugstr_a( packageIdentifier ), async );""}, {""kind"": ""stub"", ""file"": ""xstore.c"", ""line"": 178, ""text"": ""FIXME( \""iface %p, productQueryHandle %p, packageIdentifier %s, async %p stub!\\n\"", iface, productQueryHandle, debugstr_a( packageIdentifier ), async );""}, {""kind"": ""E_NOTIMPL"", ""file"": ""xstore.c"", ""line"": 179, ""text"": ""return E_NOTIMPL;""}]",False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/xstore/functions/xstoreacquirelicenseforpackageasync,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}, {""number"": 14, ""title"": ""XStore Implementation"", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/14""}]",interface_method
2,820,XStore,xstore.idl,IXStoreImpl,0dd112ac-7c24-448c-b92b-3960fb5bd30c,1,IUnknown,21,XStoreAcquireLicenseForPackageResult,"HRESULT XStoreAcquireLicenseForPackageResult([in, out] XAsyncBlock * async, [out] XStoreLicenseHandle * storeLicenseHandle)",HRESULT,"[{""name"": ""async"", ""type"": ""XAsyncBlock *"", ""ctype"": ""XAsyncBlock *"", ""attributes"": [""in"", ""out""], ""in_param"": true, ""out_param"": true, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}, {""name"": ""storeLicenseHandle"", ""type"": ""XStoreLicenseHandle *"", ""ctype"": ""XStoreLicenseHandle *"", ""attributes"": [""out""], ""in_param"": false, ""out_param"": true, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}]",[],stubbed_or_incomplete,"[{""kind"": ""FIXME"", ""file"": ""xstore.c"", ""line"": 184, ""text"": ""FIXME( \""iface %p, async %p, storeLicenseHandle %p stub!\\n\"", iface, async, storeLicenseHandle );""}, {""kind"": ""stub"", ""file"": ""xstore.c"", ""line"": 184, ""text"": ""FIXME( \""iface %p, async %p, storeLicenseHandle %p stub!\\n\"", iface, async, storeLicenseHandle );""}, {""kind"": ""E_NOTIMPL"", ""file"": ""xstore.c"", ""line"": 185, ""text"": ""return E_NOTIMPL;""}]",False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/xstore/functions/xstoreacquirelicenseforpackageresult,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}, {""number"": 14, ""title"": ""XStore Implementation"", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/14""}]",interface_method
2,820,XStore,xstore.idl,IXStoreImpl,0dd112ac-7c24-448c-b92b-3960fb5bd30c,1,IUnknown,22,XStoreIsLicenseValid,BOOLEAN XStoreIsLicenseValid([in] const XStoreLicenseHandle storeLicenseHandle),BOOLEAN,"[{""name"": ""storeLicenseHandle"", ""type"": ""const XStoreLicenseHandle"", ""ctype"": ""const XStoreLicenseHandle"", ""attributes"": [""in""], ""in_param"": true, ""out_param"": false, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}]",[],stubbed_or_incomplete,"[{""kind"": ""FIXME"", ""file"": ""xstore.c"", ""line"": 190, ""text"": ""FIXME( \""iface %p, storeLicenseHandle %p stub!\\n\"", iface, storeLicenseHandle );""}, {""kind"": ""stub"", ""file"": ""xstore.c"", ""line"": 190, ""text"": ""FIXME( \""iface %p, storeLicenseHandle %p stub!\\n\"", iface, storeLicenseHandle );""}]",False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/xstore/functions/xstoreislicensevalid,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}, {""number"": 14, ""title"": ""XStore Implementation"", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/14""}]",interface_method
2,820,XStore,xstore.idl,IXStoreImpl,0dd112ac-7c24-448c-b92b-3960fb5bd30c,1,IUnknown,23,XStoreCloseLicenseHandle,void XStoreCloseLicenseHandle([in] XStoreLicenseHandle storeLicenseHandle),void,"[{""name"": ""storeLicenseHandle"", ""type"": ""XStoreLicenseHandle"", ""ctype"": ""XStoreLicenseHandle"", ""attributes"": [""in""], ""in_param"": true, ""out_param"": false, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}]",[],stubbed_or_incomplete,"[{""kind"": ""FIXME"", ""file"": ""xstore.c"", ""line"": 196, ""text"": ""FIXME( \""iface %p, storeLicenseHandle %p stub!\\n\"", iface, storeLicenseHandle );""}, {""kind"": ""stub"", ""file"": ""xstore.c"", ""line"": 196, ""text"": ""FIXME( \""iface %p, storeLicenseHandle %p stub!\\n\"", iface, storeLicenseHandle );""}]",False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/xstore/functions/xstorecloselicensehandle,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}, {""number"": 14, ""title"": ""XStore Implementation"", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/14""}]",interface_method
2,820,XStore,xstore.idl,IXStoreImpl,0dd112ac-7c24-448c-b92b-3960fb5bd30c,1,IUnknown,24,XStoreCanAcquireLicenseForStoreIdAsync,"HRESULT XStoreCanAcquireLicenseForStoreIdAsync([in] const XStoreContextHandle storeContextHandle, [in, string] const char * storeProductId, [in, out] XAsyncBlock * async)",HRESULT,"[{""name"": ""storeContextHandle"", ""type"": ""const XStoreContextHandle"", ""ctype"": ""const XStoreContextHandle"", ""attributes"": [""in""], ""in_param"": true, ""out_param"": false, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}, {""name"": ""storeProductId"", ""type"": ""const char *"", ""ctype"": ""const char *"", ""attributes"": [""in"", ""string""], ""in_param"": true, ""out_param"": false, ""optional"": false, ""string"": true, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}, {""name"": ""async"", ""type"": ""XAsyncBlock *"", ""ctype"": ""XAsyncBlock *"", ""attributes"": [""in"", ""out""], ""in_param"": true, ""out_param"": true, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}]",[],stubbed_or_incomplete,"[{""kind"": ""FIXME"", ""file"": ""xstore.c"", ""line"": 201, ""text"": ""FIXME( \""iface %p, storeContextHandle %p, storeProductId %s, async %p stub!\\n\"", iface, storeContextHandle, debugstr_a( storeProductId ), async );""}, {""kind"": ""stub"", ""file"": ""xstore.c"", ""line"": 201, ""text"": ""FIXME( \""iface %p, storeContextHandle %p, storeProductId %s, async %p stub!\\n\"", iface, storeContextHandle, debugstr_a( storeProductId ), async );""}, {""kind"": ""E_NOTIMPL"", ""file"": ""xstore.c"", ""line"": 202, ""text"": ""return E_NOTIMPL;""}]",False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/xstore/functions/xstorecanacquirelicenseforstoreidasync,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}, {""number"": 14, ""title"": ""XStore Implementation"", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/14""}]",interface_method
2,820,XStore,xstore.idl,IXStoreImpl,0dd112ac-7c24-448c-b92b-3960fb5bd30c,1,IUnknown,25,XStoreCanAcquireLicenseForStoreIdResult,"HRESULT XStoreCanAcquireLicenseForStoreIdResult([in, out] XAsyncBlock * async, [out] XStoreCanAcquireLicenseResult * storeCanAcquireLicense)",HRESULT,"[{""name"": ""async"", ""type"": ""XAsyncBlock *"", ""ctype"": ""XAsyncBlock *"", ""attributes"": [""in"", ""out""], ""in_param"": true, ""out_param"": true, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}, {""name"": ""storeCanAcquireLicense"", ""type"": ""XStoreCanAcquireLicenseResult *"", ""ctype"": ""XStoreCanAcquireLicenseResult *"", ""attributes"": [""out""], ""in_param"": false, ""out_param"": true, ""optional"": false, ""string"": false, ""size_is"": null, ""length_is"": null, ""array"": null, ""sensitive"": false}]",[],stubbed_or_incomplete,"[{""kind"": ""FIXME"", ""file"": ""xstore.c"", ""line"": 207, ""text"": ""FIXME( \""iface %p, async %p, storeCanAcquireLicense %p stub!\\n\"", iface, async, storeCanAcquireLicense );""}, {""kind"": ""stub"", ""file"": ""xstore.c"", ""line"": 207, ""text"": ""FIXME( \""iface %p, async %p, storeCanAcquireLicense %p stub!\\n\"", iface, async, storeCanAcquireLicense );""}, {""kind"": ""E_NOTIMPL"", ""file"": ""xstore.c"", ""line"": 208, ""text"": ""return E_NOTIMPL;""}]",False,https://learn.microsoft.com/gaming/gdk/docs/reference/system/xstore/functions/xstorecanacquirelicenseforstoreidresult,False,[],"[{""number"": 11, ""title"": ""GDK Integration Progress."", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/11""}, {""number"": 14, ""title"": ""XStore Implementation"", ""url"": ""https://github.com/xodus-gaming/xgameruntime/issues/14""}]",interface_method
